model,processing,cycle,variant,dataset,mAP,mAR,binary_auc,binary_recall_0.1,binary_precision_0.1,binary_f1_0.1,Other_Amphibian_auc,Other_Amphibian_ap,Other_Amphibian_ar,Other_Amphibian_f1_default,Other_Amphibian_recall_default,Other_Amphibian_precision_default,Other_Amphibian_f1_optimal,Other_Amphibian_recall_optimal,Other_Amphibian_precision_optimal,Other_Amphibian_specificity_optimal,Other_Amphibian_optimal_threshold,Small_Mammal_auc,Small_Mammal_ap,Small_Mammal_ar,Small_Mammal_f1_default,Small_Mammal_recall_default,Small_Mammal_precision_default,Small_Mammal_f1_optimal,Small_Mammal_recall_optimal,Small_Mammal_precision_optimal,Small_Mammal_specificity_optimal,Small_Mammal_optimal_threshold,Western_Leopard_Toad_auc,Western_Leopard_Toad_ap,Western_Leopard_Toad_ar,Western_Leopard_Toad_f1_default,Western_Leopard_Toad_recall_default,Western_Leopard_Toad_precision_default,Western_Leopard_Toad_f1_optimal,Western_Leopard_Toad_recall_optimal,Western_Leopard_Toad_precision_optimal,Western_Leopard_Toad_specificity_optimal,Western_Leopard_Toad_optimal_threshold
yolo,clahe,4,scratch,test,0.5357321667566449,0.6961855780563591,,,,,,0.7378677143131592,0.7650273224043715,,,,0.7836853605243991,0.7349726775956285,0.8393135725429017,0.8721804511278195,0.0281,,0.1,0.5,,,,0.28571428571428575,0.5,0.2,1.0,0.0362,,0.7693287859567757,0.8235294117647058,,,,0.7925696594427244,0.7529411764705882,0.8366013071895425,0.984081041968162,0.196
yolo,plain,0,pretrained,val,0.6339441811246237,0.737887765772046,,,,,,0.37652009376541085,0.4768211920529801,,,,0.5309734513274336,0.4768211920529801,0.5990016638935108,0.4032258064516129,0.0102,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.6744,,0.5253124496084602,0.7368421052631579,,,,0.5405405405405406,0.39473684210526316,0.8571428571428571,0.992867332382311,0.651
yolo,plain,0,scratch,val,0.3032934296132502,0.35887649587545023,,,,,,0.24319593854912483,0.247682119205298,,,,0.38877338877338874,0.247682119205298,0.9033816425120773,0.967741935483871,0.01,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0633,,0.6666843502906257,0.8289473684210527,,,,0.6588235294117647,0.7368421052631579,0.5957446808510638,0.9557774607703281,0.0457
yolo,plain,1,pretrained,val,0.6079256230898831,0.7086906006738701,,,,,,0.3198680846018835,0.3629139072847682,,,,0.48884924174843897,0.3629139072847682,0.7486338797814208,0.7096774193548387,0.0101,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.3964,,0.5039087846677657,0.7631578947368421,,,,0.6086956521739131,0.6447368421052632,0.5764705882352941,0.9657631954350927,0.1327
yolo,plain,1,scratch,val,0.42215100407780515,0.7306494713605205,,,,,,0.368495339114038,0.376158940397351,,,,0.5333333333333333,0.376158940397351,0.9161290322580645,0.9032258064516129,0.0103,,0.5,1.0,,,,0.6666666666666666,1.0,0.5,1.0,0.0742,,0.39795767311937735,0.8157894736842105,,,,0.5454545454545454,0.631578947368421,0.48,0.9258202567760342,0.3929
yolo,plain,2,pretrained,val,0.5985895497374338,0.7657023353084699,,,,,,0.47186887770843666,0.5602649006622517,,,,0.6152727272727273,0.5602649006622517,0.682258064516129,0.6129032258064516,0.0102,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.7509,,0.32389977150386484,0.7368421052631579,,,,0.41545893719806765,0.5657894736842105,0.3282442748091603,0.8887303851640513,0.2376
yolo,plain,2,scratch,val,0.5751690111537873,0.7778319972115719,,,,,,0.46410025879215633,0.4913907284768212,,,,0.6188490408673895,0.4913907284768212,0.8355855855855856,0.5806451612903226,0.0101,,0.5,1.0,,,,0.6666666666666666,1.0,0.5,1.0,0.0252,,0.7614067746692055,0.8421052631578947,,,,0.746987951807229,0.8157894736842105,0.6888888888888889,0.9643366619115549,0.0152
yolo,plain,3,pretrained,val,0.7474469406241416,0.8576856047403277,,,,,,0.6541915144109705,0.704635761589404,,,,0.7252747252747253,0.6993377483443709,0.7532097004279601,0.5483870967741935,0.0106,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8633,,0.5881493074614543,0.868421052631579,,,,0.6440677966101693,0.75,0.5643564356435643,0.9443651925820257,0.0861
yolo,plain,3,scratch,val,0.723323548541856,0.7605205065644243,,,,,,0.5714781346998445,0.5973509933774834,,,,0.7065302911093627,0.5947019867549669,0.8701550387596899,0.6129032258064516,0.0116,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.1087,,0.5984925109257232,0.6842105263157895,,,,0.6571428571428571,0.6052631578947368,0.71875,0.9743223965763196,0.0314
yolo,plain,4,pretrained,val,0.7346940947066182,0.7929592192401534,,,,,,0.5399247336904932,0.5894039735099338,,,,0.657185628742515,0.5814569536423841,0.7555938037865749,0.532258064516129,0.0127,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5174,,0.6641575504293613,0.7894736842105263,,,,0.6707317073170731,0.7236842105263158,0.625,0.9714693295292439,0.0269
yolo,plain,4,scratch,val,0.7906760164779395,0.8328105030788894,,,,,,0.7304708537882149,0.7615894039735099,,,,0.8226037195994278,0.7615894039735099,0.8942457231726283,0.5645161290322581,0.0109,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.1415,,0.641557195645604,0.7368421052631579,,,,0.6956521739130435,0.7368421052631579,0.6588235294117647,0.9600570613409415,0.0108
yolo,plain,0,pretrained,test_full_seq,,,0.8936788240129501,0.6662636033857315,0.08441856902098974,0.14985042153929834,0.8938903254351966,,0.0,,,,,,,,,0.9430094537458688,,0.0,,,,,,,,,0.9905775557762082,,0.0,,,,,,,,
yolo,plain,0,pretrained,test,0.6078587512766169,0.7400567877424193,,,,,,0.6809383082788012,0.755464480874317,,,,0.7008797653958944,0.6530054644808743,0.7563291139240507,0.9398496240601504,0.0747,,0.25,0.5,,,,0.5,0.5,0.5,1.0,0.0975,,0.8926379455510496,0.9647058823529412,,,,0.83125,0.7823529411764706,0.8866666666666667,0.9811866859623734,0.5165
yolo,plain,0,pretrained,val_full_seq,,,0.8157637574910014,0.37516339869281046,0.04051955386135818,0.07313965341488277,0.7987963524223581,,0.0,,,,,,,,,0.9999999999999999,,0.0,,,,,,,,,0.950733919408091,,0.0,,,,,,,,
yolo,plain,0,scratch,test_full_seq,,,0.8361586879866025,0.5090689238210399,0.13160362613316662,0.20914058618976653,0.8514191450358458,,0.0,,,,,,,,,0.9805224331349381,,0.0,,,,,,,,,0.9635544050786714,,0.0,,,,,,,,
yolo,plain,0,scratch,test,0.457071233981432,0.6144219436408443,,,,,,0.43747261648687297,0.4726775956284153,,,,0.6001734605377276,0.4726775956284153,0.8218527315914489,0.9699248120300752,0.0106,,0.16666666666666666,0.5,,,,0.4,0.5,0.3333333333333333,1.0,0.0689,,0.7670744187907563,0.8705882352941177,,,,0.7394957983193278,0.7764705882352941,0.7058823529411765,0.9638205499276411,0.0715
yolo,plain,0,scratch,val_full_seq,,,0.7416971932776735,0.25098039215686274,0.1672473867595819,0.2007318348144276,0.720891733937264,,0.0,,,,,,,,,0.9994268196864897,,0.0,,,,,,,,,0.9305907977933767,,0.0,,,,,,,,
yolo,plain,1,pretrained,test,0.5631991717314542,0.8054001928640308,,,,,,0.5103195568985035,0.5573770491803278,,,,0.6152683295540438,0.5560109289617486,0.688663282571912,0.9473684210526315,0.0107,,0.3611111111111111,1.0,,,,0.5,0.5,0.5,1.0,0.1531,,0.8181668471847479,0.8588235294117647,,,,0.8214285714285715,0.8117647058823529,0.8313253012048193,0.9797395079594791,0.05
yolo,plain,1,scratch,test,0.6492997923675298,0.8144326583092254,,,,,,0.5217623156563267,0.5491803278688525,,,,0.6567901234567901,0.5450819672131147,0.8260869565217391,0.8796992481203008,0.0116,,0.6428571428571428,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.2112,,0.7832799185891196,0.8941176470588236,,,,0.7697594501718213,0.6588235294117647,0.9256198347107438,0.9927641099855282,0.7594
yolo,plain,2,pretrained,test,0.48253662162005284,0.5186917389906782,,,,,,0.6651906177361278,0.7090163934426229,,,,0.7255192878338279,0.6680327868852459,0.7938311688311688,0.9473684210526315,0.0334,,0.0,0.0,,,,0.0,0.0,0.0,0.9988221436984688,0.0422,,0.7824192471240308,0.8470588235294118,,,,0.7703180212014135,0.6411764705882353,0.9646017699115044,0.9985528219971056,0.3829
yolo,plain,2,scratch,test,0.46202374515725575,0.488181720775742,,,,,,0.5922804269040904,0.6174863387978142,,,,0.6934189406099519,0.5901639344262295,0.8404669260700389,0.8947368421052632,0.0177,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.4793,,0.7937908085676768,0.8470588235294118,,,,0.7964071856287426,0.7823529411764706,0.8109756097560976,0.9710564399421129,0.0442
yolo,plain,3,pretrained,test,0.5723223661070688,0.8802957248473161,,,,,,0.7697961660862735,0.8114754098360656,,,,0.7753366406803684,0.7472677595628415,0.8055964653902798,0.8721804511278195,0.0289,,0.16807116104868913,1.0,,,,0.4,0.5,0.3333333333333333,0.9976442873969376,0.5862,,0.7790997711862435,0.8294117647058824,,,,0.7934426229508197,0.711764705882353,0.8962962962962963,0.9985528219971056,0.1832
yolo,plain,3,scratch,test,0.5229981643360767,0.6952266152362584,,,,,,0.6545673289918021,0.6680327868852459,,,,0.7652582159624413,0.6680327868852459,0.8956043956043956,0.9172932330827067,0.0102,,0.08333333333333333,0.5,,,,0.25,0.5,0.16666666666666666,0.9952885747938751,0.0312,,0.8310938306830946,0.9176470588235294,,,,0.7790697674418604,0.788235294117647,0.7701149425287356,0.9782923299565847,0.0623
yolo,plain,4,pretrained,test,0.5574373538296139,0.7102914389799636,,,,,,0.6929835015898025,0.7308743169398907,,,,0.7478386167146973,0.7090163934426229,0.7911585365853658,0.9323308270676691,0.0204,,0.125,0.5,,,,0.3333333333333333,0.5,0.25,0.9988221436984688,0.0291,,0.8543285598990394,0.9,,,,0.8520710059171598,0.8470588235294118,0.8571428571428571,0.9927641099855282,0.1338
yolo,plain,4,scratch,test,0.5093482200063216,0.5351869709632487,,,,,,0.7205949632153262,0.7349726775956285,,,,0.7869822485207101,0.726775956284153,0.8580645161290322,0.8796992481203008,0.0138,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.5922,,0.8074496968036387,0.8705882352941177,,,,0.8206686930091186,0.7941176470588235,0.8490566037735849,0.975397973950796,0.089
